image_path,detected_objects,image_category,num_objects,timestamp
data/raw/images/lobelia4cosmetics/26564.jpg,[],other,0,2026-06-30 00:21:18.205335
data/raw/images/lobelia4cosmetics/26570.jpg,[],other,0,2026-06-30 00:21:18.472479
data/raw/images/lobelia4cosmetics/26558.jpg,"[{'name': 'bottle', 'confidence': 0.2724872827529907}]",product_display,1,2026-06-30 00:21:18.792415
data/raw/images/lobelia4cosmetics/26559.jpg,[],other,0,2026-06-30 00:21:19.145074
data/raw/images/lobelia4cosmetics/26571.jpg,"[{'name': 'bottle', 'confidence': 0.669510006904602}, {'name': 'vase', 'confidence': 0.6104034185409546}]",product_display,2,2026-06-30 00:21:19.364288
data/raw/images/lobelia4cosmetics/26565.jpg,[],other,0,2026-06-30 00:21:19.669008
data/raw/images/lobelia4cosmetics/26607.jpg,"[{'name': 'bottle', 'confidence': 0.7880789041519165}, {'name': 'bottle', 'confidence': 0.555424153804779}, {'name': 'bottle', 'confidence': 0.37848082184791565}, {'name': 'bottle', 'confidence': 0.36519327759742737}, {'name': 'bottle', 'confidence': 0.3564133048057556}, {'name': 'bottle', 'confidence': 0.3382728397846222}, {'name': 'bottle', 'confidence': 0.3041026294231415}, {'name': 'bottle', 'confidence': 0.29879939556121826}]",product_display,8,2026-06-30 00:21:19.929904
data/raw/images/lobelia4cosmetics/26613.jpg,"[{'name': 'book', 'confidence': 0.28602465987205505}, {'name': 'cup', 'confidence': 0.26751837134361267}]",product_display,2,2026-06-30 00:21:20.196999
data/raw/images/lobelia4cosmetics/26605.jpg,[],other,0,2026-06-30 00:21:20.464445
data/raw/images/lobelia4cosmetics/26611.jpg,"[{'name': 'bottle', 'confidence': 0.861930787563324}]",product_display,1,2026-06-30 00:21:20.784610
data/raw/images/lobelia4cosmetics/26639.jpg,[],other,0,2026-06-30 00:21:21.089862
data/raw/images/lobelia4cosmetics/26598.jpg,"[{'name': 'bottle', 'confidence': 0.7406824231147766}]",product_display,1,2026-06-30 00:21:21.504956
data/raw/images/lobelia4cosmetics/26573.jpg,"[{'name': 'bottle', 'confidence': 0.5730149745941162}, {'name': 'bottle', 'confidence': 0.5491278171539307}, {'name': 'bottle', 'confidence': 0.38226318359375}, {'name': 'bottle', 'confidence': 0.296975702047348}]",product_display,4,2026-06-30 00:21:21.757935
data/raw/images/lobelia4cosmetics/26567.jpg,[],other,0,2026-06-30 00:21:22.039620
data/raw/images/lobelia4cosmetics/26566.jpg,"[{'name': 'cup', 'confidence': 0.3540230989456177}]",product_display,1,2026-06-30 00:21:22.220648
data/raw/images/lobelia4cosmetics/26572.jpg,"[{'name': 'bottle', 'confidence': 0.4642634987831116}]",product_display,1,2026-06-30 00:21:22.526483
data/raw/images/lobelia4cosmetics/26599.jpg,"[{'name': 'bottle', 'confidence': 0.5097295641899109}, {'name': 'bottle', 'confidence': 0.5074439644813538}, {'name': 'dining table', 'confidence': 0.4608907401561737}, {'name': 'bottle', 'confidence': 0.423902690410614}, {'name': 'bottle', 'confidence': 0.42066624760627747}, {'name': 'cup', 'confidence': 0.368380069732666}, {'name': 'bottle', 'confidence': 0.33850017189979553}, {'name': 'bottle', 'confidence': 0.32597285509109497}, {'name': 'bottle', 'confidence': 0.3151760697364807}, {'name': 'bottle', 'confidence': 0.31241104006767273}, {'name': 'bottle', 'confidence': 0.2992859482765198}, {'name': 'bottle', 'confidence': 0.29021596908569336}]",product_display,12,2026-06-30 00:21:22.805297
data/raw/images/lobelia4cosmetics/26638.jpg,[],other,0,2026-06-30 00:21:23.092662
data/raw/images/lobelia4cosmetics/26610.jpg,[],other,0,2026-06-30 00:21:23.393020
data/raw/images/lobelia4cosmetics/26604.jpg,"[{'name': 'bottle', 'confidence': 0.2724872827529907}]",product_display,1,2026-06-30 00:21:23.687677
data/raw/images/lobelia4cosmetics/26628.jpg,[],other,0,2026-06-30 00:21:23.880933
data/raw/images/lobelia4cosmetics/26600.jpg,"[{'name': 'person', 'confidence': 0.31169021129608154}]",lifestyle,1,2026-06-30 00:21:24.110917
data/raw/images/lobelia4cosmetics/26614.jpg,"[{'name': 'cup', 'confidence': 0.4485996961593628}, {'name': 'bottle', 'confidence': 0.28690388798713684}]",product_display,2,2026-06-30 00:21:24.305111
data/raw/images/lobelia4cosmetics/26589.jpg,"[{'name': 'person', 'confidence': 0.6775979995727539}, {'name': 'stop sign', 'confidence': 0.2887904644012451}]",lifestyle,2,2026-06-30 00:21:24.587986
data/raw/images/lobelia4cosmetics/26576.jpg,"[{'name': 'bottle', 'confidence': 0.4999057948589325}]",product_display,1,2026-06-30 00:21:24.829760
data/raw/images/lobelia4cosmetics/26562.jpg,"[{'name': 'bottle', 'confidence': 0.861930787563324}]",product_display,1,2026-06-30 00:21:25.281663
data/raw/images/lobelia4cosmetics/26563.jpg,[],other,0,2026-06-30 00:21:25.673095
data/raw/images/lobelia4cosmetics/26577.jpg,"[{'name': 'refrigerator', 'confidence': 0.42145800590515137}, {'name': 'bottle', 'confidence': 0.25736796855926514}]",product_display,2,2026-06-30 00:21:25.956367
data/raw/images/lobelia4cosmetics/26588.jpg,"[{'name': 'sports ball', 'confidence': 0.3680322468280792}, {'name': 'sports ball', 'confidence': 0.2993013560771942}]",other,2,2026-06-30 00:21:26.181800
data/raw/images/lobelia4cosmetics/26615.jpg,"[{'name': 'bottle', 'confidence': 0.3434661328792572}, {'name': 'bottle', 'confidence': 0.33341076970100403}, {'name': 'bottle', 'confidence': 0.31239333748817444}, {'name': 'bottle', 'confidence': 0.3123314380645752}, {'name': 'orange', 'confidence': 0.2799651324748993}]",product_display,5,2026-06-30 00:21:26.763450
data/raw/images/lobelia4cosmetics/26601.jpg,"[{'name': 'bottle', 'confidence': 0.4262688159942627}]",product_display,1,2026-06-30 00:21:27.123763
data/raw/images/lobelia4cosmetics/26629.jpg,"[{'name': 'cup', 'confidence': 0.7179240584373474}, {'name': 'cup', 'confidence': 0.38508638739585876}, {'name': 'book', 'confidence': 0.29399362206459045}]",product_display,3,2026-06-30 00:21:27.362683
data/raw/images/lobelia4cosmetics/26617.jpg,"[{'name': 'refrigerator', 'confidence': 0.5083404779434204}, {'name': 'bottle', 'confidence': 0.44450610876083374}, {'name': 'bottle', 'confidence': 0.39759746193885803}, {'name': 'dining table', 'confidence': 0.29881492257118225}, {'name': 'bottle', 'confidence': 0.2925155758857727}, {'name': 'bottle', 'confidence': 0.27987414598464966}, {'name': 'bottle', 'confidence': 0.27502018213272095}, {'name': 'bottle', 'confidence': 0.2587212324142456}]",product_display,8,2026-06-30 00:21:27.620489
data/raw/images/lobelia4cosmetics/26603.jpg,[],other,0,2026-06-30 00:21:27.913588
data/raw/images/lobelia4cosmetics/26549.jpg,"[{'name': 'person', 'confidence': 0.6775979995727539}, {'name': 'stop sign', 'confidence': 0.2887904644012451}]",lifestyle,2,2026-06-30 00:21:28.181833
data/raw/images/lobelia4cosmetics/26561.jpg,[],other,0,2026-06-30 00:21:28.412701
data/raw/images/lobelia4cosmetics/26575.jpg,"[{'name': 'bottle', 'confidence': 0.3253207206726074}]",product_display,1,2026-06-30 00:21:28.620976
data/raw/images/lobelia4cosmetics/26574.jpg,"[{'name': 'book', 'confidence': 0.47957566380500793}, {'name': 'book', 'confidence': 0.39020106196403503}]",product_display,2,2026-06-30 00:21:28.817151
data/raw/images/lobelia4cosmetics/26560.jpg,[],other,0,2026-06-30 00:21:29.175404
data/raw/images/lobelia4cosmetics/26548.jpg,[],other,0,2026-06-30 00:21:29.420083
data/raw/images/lobelia4cosmetics/26602.jpg,[],other,0,2026-06-30 00:21:29.672687
data/raw/images/lobelia4cosmetics/26616.jpg,"[{'name': 'bottle', 'confidence': 0.3352726697921753}, {'name': 'bottle', 'confidence': 0.2959882616996765}]",product_display,2,2026-06-30 00:21:29.878496
data/raw/images/lobelia4cosmetics/26671.jpg,[],other,0,2026-06-30 00:21:30.121765
data/raw/images/lobelia4cosmetics/26665.jpg,"[{'name': 'person', 'confidence': 0.6775979995727539}, {'name': 'stop sign', 'confidence': 0.2887904644012451}]",lifestyle,2,2026-06-30 00:21:30.365025
data/raw/images/lobelia4cosmetics/26659.jpg,[],other,0,2026-06-30 00:21:30.608089
data/raw/images/lobelia4cosmetics/26498.jpg,[],other,0,2026-06-30 00:21:30.857513
data/raw/images/lobelia4cosmetics/26507.jpg,[],other,0,2026-06-30 00:21:31.117372
